Date,Open,High,Low,Close,Volume
18-Dec-13,94.84,95.5,93.76,93.89,436800
17-Dec-13,94.88,95.31,94.88,95.19,160889
16-Dec-13,94.85,94.98,94.78,94.85,130618
13-Dec-13,94.66,94.85,94.58,94.64,109628
12-Dec-13,94.88,94.98,94.53,94.58,193494
11-Dec-13,95.16,95.63,95.16,95.39,214978
10-Dec-13,95.05,95.22,94.9,95.08,139052
9-Dec-13,94.76,94.8,94.57,94.57,144091
6-Dec-13,95.15,95.28,94.9,94.99,272801
5-Dec-13,95.73,96.14,95.59,96.06,401000
4-Dec-13,95.24,95.93,95.13,95.52,291019
3-Dec-13,95.34,95.8,95.13,95.39,497704
2-Dec-13,94.85,95.06,94.75,94.92,553331
29-Nov-13,95.49,95.53,95.31,95.34,287703
27-Nov-13,95.96,95.96,95.6,95.64,315121
26-Nov-13,96.15,96.55,96.15,96.47,176702
25-Nov-13,96.04,96.34,96.02,96.27,315230
22-Nov-13,96.65,96.69,96.41,96.42,145174
21-Nov-13,96.78,96.87,96.6,96.69,685025
20-Nov-13,97.79,97.89,97.5,97.76,218727
19-Nov-13,97.63,97.78,97.48,97.54,177731
18-Nov-13,97.78,97.88,97.54,97.83,312705
15-Nov-13,97.55,97.62,97.39,97.5,266653
14-Nov-13,97.66,97.93,97.59,97.73,525723
13-Nov-13,98.23,98.53,98.12,98.33,189165
12-Nov-13,98.02,98.24,97.99,98.03,241662
11-Nov-13,98.45,98.55,98.42,98.53,105097
8-Nov-13,98.99,99.02,98.51,98.58,603505
7-Nov-13,98.53,100.12,98.46,99.73,1304791
6-Nov-13,99.09,99.14,98.98,99.04,79083
5-Nov-13,99.32,99.38,99.09,99.17,308564
4-Nov-13,99.06,99.18,99.06,99.09,136291
1-Nov-13,99.26,99.29,98.87,98.98,656447
31-Oct-13,99.53,99.64,99.31,99.38,292664
30-Oct-13,99.52,100.68,99.01,99.1,452571
29-Oct-13,99.8,99.89,99.48,99.55,254094
28-Oct-13,100,100.13,99.97,100.01,92857
25-Oct-13,100.43,100.45,100.27,100.35,98308
24-Oct-13,100.43,100.51,100.34,100.48,73621
23-Oct-13,100.35,100.54,100.32,100.37,294042
22-Oct-13,99.27,99.75,99.26,99.61,254409
21-Oct-13,99.57,99.63,99.51,99.56,195764
18-Oct-13,100,100.08,99.86,99.9,393383
17-Oct-13,99.91,100.03,99.8,99.87,195478
16-Oct-13,99.21,99.22,98.76,98.92,306092
15-Oct-13,99.2,99.57,99.04,99.43,350439
14-Oct-13,99.6,99.65,99.18,99.18,104130
11-Oct-13,99.46,99.49,99.17,99.18,157559
10-Oct-13,99.73,99.81,99.49,99.53,250519
9-Oct-13,100.47,100.64,100.14,100.45,231626
8-Oct-13,100.73,100.96,100.68,100.89,453013
7-Oct-13,100.95,100.98,100.6,100.96,187735
4-Oct-13,100.77,100.83,100.33,100.35,125201
3-Oct-13,100.14,100.86,100.14,100.54,521119
2-Oct-13,100.51,100.66,100.21,100.41,159794
1-Oct-13,99.87,99.98,99.45,99.95,142641
30-Sep-13,100.13,100.14,99.3,99.47,225378
27-Sep-13,99.32,99.66,99.32,99.52,267745
26-Sep-13,98.83,98.97,98.65,98.86,241267
25-Sep-13,99.09,99.36,98.81,99.36,215992
24-Sep-13,99.08,99.28,98.76,99,348771
23-Sep-13,98.91,99.12,98.83,99.01,236857
20-Sep-13,98.33,98.48,98.15,98.45,262663
19-Sep-13,98.54,98.62,98.21,98.41,287399
18-Sep-13,98.81,100.85,97.7,99.72,488087
17-Sep-13,98.54,98.68,98.41,98.68,92414
16-Sep-13,99.03,99.08,98.6,98.67,82214
13-Sep-13,98.27,98.59,97.77,98.54,75834
12-Sep-13,98.33,98.79,98.33,98.36,271269
11-Sep-13,97.58,97.99,97.56,97.96,174786
10-Sep-13,97.45,97.62,97.38,97.53,197139
9-Sep-13,98.44,98.47,98.16,98.25,114513
6-Sep-13,98.67,99.22,98.52,98.72,278554
5-Sep-13,98,98.02,97.63,97.67,452326
4-Sep-13,98.3,98.34,98.02,98.19,121785
3-Sep-13,99.06,99.06,97.95,98.28,703103
30-Aug-13,99.56,99.71,99.48,99.63,63440
29-Aug-13,99.59,99.63,99.34,99.59,150352
28-Aug-13,100.17,100.26,99.99,100.1,120069
27-Aug-13,100.51,100.84,100.33,100.77,260220
26-Aug-13,99.31,99.42,99.07,99.36,98524
23-Aug-13,98.77,99.42,98.75,99.17,124258
22-Aug-13,99.24,99.37,99.05,99.13,183463
21-Aug-13,100.23,100.3,99.86,100.04,158907
20-Aug-13,100.68,100.95,100.5,100.59,269654
19-Aug-13,99.96,100.38,99.7,100.35,122776
16-Aug-13,100.61,100.65,100.04,100.31,303600
15-Aug-13,99.45,100.63,99.36,100.59,352961
14-Aug-13,99.51,99.86,99.51,99.77,94497
13-Aug-13,99.63,99.93,99.47,99.69,453380
12-Aug-13,101.22,101.48,101.06,101.06,499076
9-Aug-13,101.45,101.75,101.39,101.7,226558
8-Aug-13,101.65,102.08,101.14,101.15,235394
7-Aug-13,101.07,101.54,101.02,101.41,415556
6-Aug-13,99.72,100.3,99.59,100.11,292352
5-Aug-13,99.22,99.57,99.04,99.57,250050
2-Aug-13,98.51,99.15,98.46,98.95,138182
1-Aug-13,98.98,99,98.23,98.33,274436
31-Jul-13,99.63,100.09,99.42,99.93,117426
30-Jul-13,99.82,99.86,99.49,99.82,115191
29-Jul-13,99.89,100.13,99.66,99.96,154113
26-Jul-13,99.47,99.84,99.4,99.64,255275
25-Jul-13,98.04,98.66,98.02,98.64,357191
24-Jul-13,97.56,97.79,97.39,97.52,394612
23-Jul-13,97.9,98.43,97.8,98.35,245950
22-Jul-13,98.06,98.53,98,98.31,544291
19-Jul-13,97.58,97.72,97.43,97.48,378616
18-Jul-13,97.61,97.67,97.22,97.31,276599
17-Jul-13,98.68,98.79,97.93,98.21,307376
16-Jul-13,98.34,98.93,98.21,98.83,201787
15-Jul-13,97.89,98.13,97.78,98.12,193281
12-Jul-13,98.62,98.93,98.33,98.49,237825
11-Jul-13,98.55,99.25,98.51,98.96,375851
10-Jul-13,97.54,98.22,97.26,97.66,478063
9-Jul-13,96.75,97.04,96.71,96.85,356779
8-Jul-13,96.86,97.09,96.75,96.83,221789
5-Jul-13,97.05,97.18,96.69,96.7,198384
3-Jul-13,98.15,98.46,97.73,97.8,413441
2-Jul-13,97.51,97.59,97.16,97.25,598837
1-Jul-13,98.14,98.29,97.99,98.24,338608
28-Jun-13,98.88,98.96,98.38,98.63,772317
27-Jun-13,99.62,99.75,99.3,99.53,665368
26-Jun-13,100.32,100.65,99.97,100.05,371741
25-Jun-13,100.19,100.32,99.84,100.09,418340
24-Jun-13,100.16,100.7,100.04,100.25,927466
21-Jun-13,100.15,100.57,99.91,100.16,1006453
20-Jun-13,100.12,100.83,99.65,100.51,1241393
19-Jun-13,103.01,103.08,100.9,101.4,907200
18-Jun-13,102.45,102.98,102.3,102.71,313123
17-Jun-13,103.31,103.81,102.78,103.61,794590
14-Jun-13,102.81,104.15,102.7,103.75,876048
13-Jun-13,103.61,104.2,102.74,102.86,1544026
12-Jun-13,101.46,102.87,101.38,101.97,1020695
11-Jun-13,100.96,102.4,100.77,102.11,1973093
10-Jun-13,98.8,99.38,98.62,99.15,1114377
7-Jun-13,100.91,101.28,100.12,100.5,1263037
6-Jun-13,98.88,102.08,98.66,100.88,5126176
5-Jun-13,98.25,98.91,98.23,98.75,1124665
4-Jun-13,97.65,97.95,97.54,97.87,425152
3-Jun-13,97.74,99.04,97.74,98.41,1448061
31-May-13,97.3,97.51,96.79,97.46,591928
30-May-13,96.84,97.32,96.66,97.15,612370
29-May-13,96.6,97.19,96.6,96.78,633903
28-May-13,95.86,96.11,95.52,95.75,452218
24-May-13,96.84,97.28,96.67,96.85,888247
23-May-13,96.58,96.6,95.95,96.17,1211714
22-May-13,95.09,95.36,94.38,95.12,995463
21-May-13,95.3,95.75,95.2,95.55,439997
20-May-13,95.53,95.84,95.42,95.76,1174876
17-May-13,95.39,95.46,94.79,94.82,716189
16-May-13,95.68,96.15,95.67,95.7,644255
15-May-13,95.78,96.13,95.44,95.7,659096
14-May-13,96.26,96.27,95.6,95.73,536383
13-May-13,96.31,96.38,96.02,96.15,302606
10-May-13,96.47,96.49,96.06,96.42,1055988
9-May-13,98.61,98.75,97.18,97.33,1806293
8-May-13,99.16,99.25,98.92,98.96,245549
7-May-13,98.73,99.05,98.73,98.9,172188
6-May-13,98.68,98.68,98.47,98.57,125786
3-May-13,98.81,99.05,98.7,98.91,569157
2-May-13,100.24,100.36,99.79,99.94,336169
1-May-13,100.73,100.94,100.44,100.6,721460
30-Apr-13,100.2,100.86,100.2,100.46,305853
29-Apr-13,100.07,100.11,99.74,100.07,154373
26-Apr-13,99.69,100.37,99.62,99.83,433013
25-Apr-13,98.64,98.7,98.41,98.54,218179
24-Apr-13,98.48,98.66,98.32,98.34,176853
23-Apr-13,98.65,101.06,98.41,98.46,342145
22-Apr-13,98.38,98.94,98.36,98.65,396469
19-Apr-13,98.77,98.96,98.25,98.44,476707
18-Apr-13,99.72,100.01,99.63,99.74,475983
17-Apr-13,99.88,100.72,99.66,99.78,523009
16-Apr-13,99.8,100.59,99.78,100.35,323311
15-Apr-13,100.01,101.2,99.7,101.2,853756
12-Apr-13,98.83,99.48,98.73,99.29,684988
11-Apr-13,98.64,98.81,97.98,98.09,644086
10-Apr-13,98.38,98.51,98.07,98.16,494979
9-Apr-13,99.01,99.33,98.59,98.91,570981
8-Apr-13,99.04,99.54,98.55,98.61,1239937
5-Apr-13,101.39,101.53,100.11,100.17,1625266
4-Apr-13,102.48,102.58,101.62,101.8,784652
3-Apr-13,105.11,105.69,105.09,105.42,1243170
2-Apr-13,105.03,105.08,104.71,104.82,176660
1-Apr-13,104.76,105.15,104.6,104.95,317451
28-Mar-13,103.91,104.22,103.89,104.05,131795
27-Mar-13,103.98,104.18,103.69,103.77,88706
26-Mar-13,103.86,104.07,103.54,103.62,242974
25-Mar-13,103.38,104.73,103.38,104.06,503622
22-Mar-13,103.22,103.92,103.18,103.72,192035
21-Mar-13,102.97,103.63,102.7,103.26,257883
20-Mar-13,102.48,102.72,101.91,101.99,398810
19-Mar-13,102.79,103.42,102.73,103.11,607892
18-Mar-13,103.29,103.31,102.48,102.86,1152033
15-Mar-13,102.29,103.07,102.22,102.75,1059707
14-Mar-13,101.58,102.42,101.57,102,648841
13-Mar-13,101.9,102.18,101.86,102.07,279500
12-Mar-13,102.08,102.39,101.8,102.11,521134
11-Mar-13,101.96,102.06,101.7,101.8,278270
8-Mar-13,101.79,102.62,101.74,102.05,1909525
7-Mar-13,103.73,103.85,103.07,103.29,584082
6-Mar-13,104.78,104.85,104.12,104.16,538434
5-Mar-13,105.27,105.28,104.8,105.08,316228
4-Mar-13,104.85,105.18,104.83,104.86,296287
1-Mar-13,105.58,105.72,104.64,104.76,656223
28-Feb-13,106.14,106.3,105.56,105.76,247203
27-Feb-13,107.3,107.55,106.04,106.34,437961
26-Feb-13,106.53,107.52,105.99,106.55,992193
25-Feb-13,104.24,107.88,104.14,107.35,2668789
22-Feb-13,104.91,105.21,104.82,104.92,411998
21-Feb-13,105.13,105.67,105.07,105.27,387090
20-Feb-13,104.71,104.87,104.26,104.82,581135
19-Feb-13,104.81,105.07,104.68,104.77,520667
15-Feb-13,104.93,105.03,104.47,104.79,389087
14-Feb-13,105.1,105.78,105.1,105.68,573155
13-Feb-13,104.81,105.03,104.73,104.85,250780
12-Feb-13,104.44,105.49,104.3,104.76,2294744
11-Feb-13,104.94,105.19,104.31,104.42,301558
8-Feb-13,105.74,105.83,105.52,105.69,588557
7-Feb-13,104.82,105.31,104.68,104.71,675633
6-Feb-13,104.95,105.09,104.63,104.85,431185
5-Feb-13,105.24,105.33,104.72,104.78,636342
4-Feb-13,105.84,106.32,105.65,106.24,595397
1-Feb-13,106.69,106.8,105.46,105.56,686563
31-Jan-13,107.6,107.63,107.13,107.18,226966
30-Jan-13,107.45,107.77,107.43,107.6,420237
29-Jan-13,108.04,108.36,107.94,108.05,176374
28-Jan-13,107.85,108.17,107.85,107.97,232765
25-Jan-13,107.72,108.01,107.58,107.82,480683
24-Jan-13,109.13,109.16,108.61,108.66,587555
23-Jan-13,110.78,110.87,110.5,110.53,784907
22-Jan-13,110.33,110.75,110.28,110.49,948282
18-Jan-13,109.06,109.23,108.82,108.88,779703
17-Jan-13,109.73,109.85,108.75,109.13,950847
16-Jan-13,111.16,111.21,110.58,110.93,453591
15-Jan-13,110.53,110.88,110.25,110.37,532161
14-Jan-13,109.89,110.07,109.58,109.58,407517
11-Jan-13,109.96,110.33,109.66,109.92,657029
10-Jan-13,111.18,111.45,111,111.08,1294983
9-Jan-13,111.78,111.81,111.41,111.72,507217
8-Jan-13,112.25,112.73,112.21,112.65,544734
7-Jan-13,111.61,111.9,111.59,111.75,204110
4-Jan-13,111.72,111.76,110.98,111.25,645062
3-Jan-13,112.86,112.93,112.27,112.37,287465
2-Jan-13,112.48,112.64,112.36,112.38,249896
31-Dec-12,113.61,113.66,112.98,113.03,257857
28-Dec-12,113.99,114.05,113.81,113.93,224317
27-Dec-12,114.06,114.37,113.86,113.94,298627
26-Dec-12,115,115,114.39,114.56,330311
24-Dec-12,115.86,115.88,115.55,115.67,273412
21-Dec-12,116.72,116.78,116.4,116.43,530090
20-Dec-12,116.33,116.46,116.14,116.17,153378
19-Dec-12,115.98,116.48,115.98,116.2,469798
18-Dec-12,116.78,116.85,116.4,116.51,360783
17-Dec-12,117.15,117.22,116.95,116.97,153187
14-Dec-12,117.41,117.65,117.36,117.44,366173
13-Dec-12,117.51,117.54,117.29,117.32,233355
12-Dec-12,118.35,118.38,117.75,117.92,397616
11-Dec-12,119.09,119.14,118.82,118.83,71086
10-Dec-12,119.32,119.33,118.99,119.08,115375
7-Dec-12,118.65,119.23,118.62,118.98,134940
6-Dec-12,119.1,119.33,119,119.09,134416
5-Dec-12,119.5,119.52,119,119.02,259867
4-Dec-12,119.8,120.03,119.68,119.88,231033
3-Dec-12,119.13,119.7,119.11,119.27,257575
30-Nov-12,118.68,119.12,118.68,119.01,183570
29-Nov-12,119.59,119.76,119.4,119.48,630024
28-Nov-12,119.87,120.09,119.67,119.68,915902
27-Nov-12,119.4,119.47,119.23,119.39,628658
26-Nov-12,119.43,119.63,119.34,119.56,164661
23-Nov-12,119.02,119.24,118.98,119.09,92076
21-Nov-12,119.17,119.25,118.88,118.89,976524
20-Nov-12,120.13,120.24,120.02,120.13,41883
19-Nov-12,120.86,120.94,120.56,120.57,48875
16-Nov-12,120.89,120.94,120.5,120.78,104075
15-Nov-12,120.73,121.06,120.72,120.88,98108
14-Nov-12,122.21,122.46,122.21,122.31,165290
13-Nov-12,123.58,123.66,123.39,123.63,26516
12-Nov-12,123.61,123.65,123.46,123.48,69092
9-Nov-12,123.68,123.75,123.4,123.49,67980
8-Nov-12,122.86,123.71,122.8,123.65,55729
7-Nov-12,122.78,123.03,122.7,122.71,29811
6-Nov-12,122.28,122.32,122.02,122.14,35672
5-Nov-12,122.28,122.42,122.23,122.23,189769
2-Nov-12,121.83,122.09,121.81,122.01,58437
1-Nov-12,122.66,122.66,122.35,122.43,69237
31-Oct-12,122.83,123.11,122.74,122.94,23410
26-Oct-12,122.91,123.43,122.91,123.26,51252
25-Oct-12,122.27,122.67,122.17,122.23,39359
24-Oct-12,123.01,123.07,122.93,122.94,20922
23-Oct-12,122.93,123.11,122.78,122.96,77756
22-Oct-12,122.96,123.02,122.78,122.79,75387
19-Oct-12,123.8,123.85,123.58,123.75,120753
18-Oct-12,123.79,124.07,123.52,123.85,82251
17-Oct-12,124.67,124.72,124.18,124.29,63564
16-Oct-12,124.55,124.58,124.34,124.4,49768
15-Oct-12,124.68,124.75,124.56,124.74,60618
12-Oct-12,125.26,125.35,125.17,125.21,20929
11-Oct-12,124.92,125.38,124.92,125.29,52992
10-Oct-12,125.34,125.63,125.26,125.63,31172
9-Oct-12,125.31,125.56,125.3,125.49,7303
8-Oct-12,125.41,125.7,125.3,125.31,39952
5-Oct-12,124.72,124.87,124.7,124.77,31159
4-Oct-12,124.95,125.35,124.85,125.15,49596
3-Oct-12,125.13,125.13,124.92,125.03,187983
2-Oct-12,125.74,125.89,125.61,125.64,20458
1-Oct-12,125.94,125.94,125.68,125.81,62180
28-Sep-12,126.25,126.33,125.68,125.8,100604
27-Sep-12,126.4,126.53,126.35,126.48,61004
26-Sep-12,126.15,126.32,126.15,126.31,144787
25-Sep-12,126.22,126.31,125.95,126.19,69112
24-Sep-12,125.82,126.14,125.82,126.13,35890
21-Sep-12,125.44,125.69,125.41,125.68,8825
20-Sep-12,125.61,125.7,125.31,125.44,33917
19-Sep-12,124.97,125.43,124.86,125.29,135501
18-Sep-12,124.92,125,124.47,124.54,90781
17-Sep-12,124.64,124.87,124.45,124.67,48101
14-Sep-12,125.58,125.68,125.24,125.24,62062
13-Sep-12,126.72,127.32,126.32,126.63,118220
12-Sep-12,126.09,126.12,125.99,126.11,17053
11-Sep-12,126.18,126.34,126.12,126.31,39053
10-Sep-12,125.48,125.52,125.39,125.46,13777
7-Sep-12,125.5,125.85,125.37,125.46,53007
6-Sep-12,124.43,124.48,124.23,124.4,165294
5-Sep-12,125.31,125.36,125.23,125.24,67805
4-Sep-12,125.28,125.41,125.16,125.19,28717
31-Aug-12,125.29,125.58,125.12,125.41,29560
30-Aug-12,125.01,125.05,124.86,124.86,7700
29-Aug-12,124.89,124.89,124.71,124.81,12700
28-Aug-12,125.02,125.17,125.01,125.06,20942
27-Aug-12,124.81,124.83,124.69,124.69,57194
24-Aug-12,125.06,125.06,124.77,124.79,13109
23-Aug-12,124.89,125.31,124.89,125.18,33435
22-Aug-12,123.96,125.47,123.93,125.08,231502
21-Aug-12,123.76,123.97,123.67,123.97,15848
20-Aug-12,123.57,123.8,123.57,123.7,35612
17-Aug-12,123.63,123.66,123.43,123.46,44961
16-Aug-12,124.03,124.13,123.75,123.83,22860
15-Aug-12,124.84,124.86,124.44,124.51,23401
14-Aug-12,124.5,124.81,124.48,124.75,22500
13-Aug-12,125.44,125.46,125.32,125.35,11434
10-Aug-12,125.58,125.63,125.48,125.5,5680
9-Aug-12,124.84,125.02,124.67,124.96,58249
8-Aug-12,125.21,125.35,125.11,125.19,60515
7-Aug-12,125.04,125.08,124.77,124.92,14404
6-Aug-12,125.44,125.67,125.41,125.58,31963
3-Aug-12,124.82,125.07,124.82,125.04,34594
2-Aug-12,125.51,125.63,125.49,125.61,15656
1-Aug-12,125.58,125.82,125.15,125.15,37849
31-Jul-12,125.62,125.81,125.49,125.74,34704
30-Jul-12,125.67,125.73,125.47,125.62,37468
27-Jul-12,125.36,125.36,124.88,125.14,34185
26-Jul-12,125.67,125.68,125.47,125.6,32020
25-Jul-12,125.66,125.76,125.57,125.68,3918
24-Jul-12,125.61,125.73,125.59,125.66,24656
23-Jul-12,125.54,125.6,125.24,125.34,24578
20-Jul-12,125.03,125.23,125.01,125.21,168257
19-Jul-12,124.95,125.09,124.88,124.99,11737
18-Jul-12,124.38,124.73,124.38,124.67,9130
17-Jul-12,124.18,124.33,124.18,124.23,19459
16-Jul-12,124.77,124.85,124.61,124.61,14380
13-Jul-12,123.99,124.34,123.94,123.97,24760
12-Jul-12,123.96,123.98,123.83,123.92,7282
11-Jul-12,124.05,124.05,123.26,123.35,22148
10-Jul-12,123.8,123.81,123.64,123.75,7500
9-Jul-12,123.45,123.49,123.3,123.49,31194
6-Jul-12,123.46,123.59,123.28,123.43,12991
5-Jul-12,122.68,123.02,122.68,123.02,44733
3-Jul-12,123.11,123.14,122.94,123.04,27785
2-Jul-12,123.22,123.91,123.19,123.59,115420
29-Jun-12,123.46,123.52,122.89,122.94,57721
28-Jun-12,123.83,123.96,123.7,123.71,47597
27-Jun-12,123.39,123.39,123.08,123.29,71695
26-Jun-12,123.64,123.78,123.61,123.73,24760
25-Jun-12,123.43,123.72,123.32,123.46,120719
22-Jun-12,122.29,122.33,121.98,122.22,56390
21-Jun-12,122.6,122.73,122.36,122.4,111402
20-Jun-12,123.94,123.94,123.32,123.64,71110
19-Jun-12,124.33,124.54,124.27,124.49,15060
18-Jun-12,124.52,124.58,124.18,124.22,83120
15-Jun-12,124.91,124.98,124.77,124.9,87977
14-Jun-12,123.98,124.01,123.84,123.85,10717
13-Jun-12,123.78,123.94,123.72,123.84,41137
12-Jun-12,123.56,123.83,123.51,123.68,23173
11-Jun-12,123.61,123.81,123.57,123.72,38788
8-Jun-12,123.76,123.86,123.46,123.86,43297
7-Jun-12,123.31,123.72,123.23,123.48,89968
6-Jun-12,124.28,124.47,123.99,123.99,97273
5-Jun-12,125,125.09,124.76,124.84,46429
4-Jun-12,125.73,125.8,125.36,125.41,34370
1-Jun-12,125.79,125.92,125.53,125.74,112980
31-May-12,125.1,125.67,125.07,125.43,108103
30-May-12,124.39,124.61,124.28,124.29,24295
29-May-12,123.65,123.92,123.57,123.63,60208
25-May-12,123.5,123.57,123.38,123.39,19154
24-May-12,123.67,123.8,123.46,123.49,12803
23-May-12,123.78,124.09,123.62,123.68,30456
22-May-12,123.09,123.09,122.65,122.93,67765
21-May-12,123.96,124.02,123.81,123.97,11781
18-May-12,123.9,124.4,123.9,124.31,41385
17-May-12,122.61,124.22,122.61,124.07,71553
16-May-12,122.23,122.58,122.18,122.46,13113
15-May-12,122.9,122.9,122.4,122.52,41454
14-May-12,123.27,123.38,123.11,123.11,6500
11-May-12,123.09,123.12,122.95,123.03,5710
10-May-12,123.08,123.1,122.91,122.96,14605
9-May-12,123.57,123.62,123.32,123.48,15943
8-May-12,123.18,123.3,123.15,123.16,25289
7-May-12,123.08,123.13,123,123.01,15423
4-May-12,122.9,123.17,122.9,123.15,22402
3-May-12,122.18,122.66,122.16,122.66,58564
2-May-12,122.68,122.7,122.59,122.68,5988
1-May-12,123.22,123.33,122.47,122.67,55834
30-Apr-12,122.72,123.26,122.72,123.16,32988
27-Apr-12,122.06,122.35,122.05,122.32,29842
26-Apr-12,121.72,121.77,121.38,121.47,49600
25-Apr-12,120.95,121.03,120.4,120.88,55096
24-Apr-12,121.22,121.35,120.9,120.96,24225
23-Apr-12,121.3,121.31,121.17,121.2,40217
20-Apr-12,120.38,120.6,120.38,120.59,34999
19-Apr-12,120.61,120.82,120.55,120.56,46170
18-Apr-12,120.93,121.1,120.86,121.05,35783
17-Apr-12,121.88,121.94,121.55,121.59,24596
16-Apr-12,121.87,122.46,121.87,122.23,41871
13-Apr-12,121.34,121.57,121.23,121.4,32206
12-Apr-12,121.56,121.79,121.43,121.61,29457
11-Apr-12,121.68,121.75,121.25,121.56,28835
10-Apr-12,121.33,121.94,121.23,121.92,78684
9-Apr-12,120.92,121.07,120.44,120.52,71273
5-Apr-12,119.59,119.67,119.33,119.38,75546
4-Apr-12,119.39,119.46,118.98,119.32,210048
3-Apr-12,119.5,119.82,118.55,118.74,125155
2-Apr-12,119.59,120.09,119.37,119.83,141700
30-Mar-12,119.65,119.78,118.64,118.78,203728
29-Mar-12,119.87,120.01,119.26,119.32,127716
28-Mar-12,118.45,118.96,118.28,118.75,96710
27-Mar-12,118.29,118.43,117.97,118.29,75427
26-Mar-12,119.03,119.07,118.63,118.78,35380
23-Mar-12,119.33,120,119.19,119.36,44431
22-Mar-12,118.59,119.48,118.4,119.15,157703
21-Mar-12,117.22,117.97,117.14,117.97,103989
20-Mar-12,117.53,118.02,117.4,117.49,275728
19-Mar-12,117.94,118.23,117.78,118.05,340514
16-Mar-12,117.54,118.23,117.54,117.99,348146
15-Mar-12,118.12,118.25,117.82,117.85,59532
14-Mar-12,117.71,117.74,117.38,117.46,140548
13-Mar-12,118.92,119.04,118.46,118.54,60064
12-Mar-12,119.74,119.74,119.57,119.64,23434
9-Mar-12,119.64,119.69,119.07,119.37,67994
8-Mar-12,120.69,120.95,120.49,120.58,83668
7-Mar-12,121.74,121.75,121.15,121.25,187354
