Date,Open,High,Low,Close,Volume
30-Oct-13,158.5,158.55,157.85,158.11,30681
29-Oct-13,158.44,158.78,158.14,158.23,59188
28-Oct-13,159.2,159.39,159.15,159.16,5818
25-Oct-13,159.62,159.62,159.33,159.56,1590
24-Oct-13,159.26,159.88,159.22,159.78,1846
23-Oct-13,159.39,159.56,159.39,159.44,5486
22-Oct-13,159.61,160.26,159.61,160.11,8289
21-Oct-13,159.19,159.35,159.16,159.25,4173
18-Oct-13,159.58,159.71,159.36,159.43,24944
17-Oct-13,159.2,159.44,159.02,159.44,17663
16-Oct-13,157.56,157.56,156.77,157.24,27023
15-Oct-13,157.25,157.79,157.23,157.75,23751
14-Oct-13,157.87,157.87,157.66,157.76,23848
11-Oct-13,157.38,157.4,157.1,157.4,3696
10-Oct-13,157.11,157.57,157.11,157.57,2237
9-Oct-13,157.15,157.46,157.04,157.37,9155
8-Oct-13,158.86,158.94,158.55,158.6,6335
7-Oct-13,158.65,158.78,158.48,158.73,11913
4-Oct-13,158.39,158.53,158,158,5790
3-Oct-13,159.55,159.59,159.36,159.39,22508
2-Oct-13,160.2,160.29,159.89,160.1,10380
1-Oct-13,160.17,160.7,158.13,159.85,33748
30-Sep-13,159.3,159.76,159.2,159.7,9695
27-Sep-13,158.87,159.26,158.87,159.26,8373
26-Sep-13,158.08,158.24,157.86,158.2,15390
25-Sep-13,158.4,158.68,158.4,158.66,37351
24-Sep-13,157.6,158.04,157.6,157.91,13872
23-Sep-13,158.45,158.45,158.04,158.34,33511
20-Sep-13,157.97,158.08,157.96,158.02,5642
19-Sep-13,158.81,158.81,158.09,158.17,15652
18-Sep-13,157.49,158.96,157.46,158.94,18055
17-Sep-13,156.94,157,156.81,156.93,4573
16-Sep-13,157.29,157.34,156.88,156.89,10987
13-Sep-13,156.55,158.11,156.38,156.63,7967
12-Sep-13,156.08,156.17,155.93,155.98,23062
11-Sep-13,155.7,156.13,155.7,156.12,16726
10-Sep-13,155.11,155.26,155.11,155.24,3463
9-Sep-13,154.84,155.16,154.84,154.88,8050
6-Sep-13,154.34,154.34,154.08,154.21,7765
5-Sep-13,154.22,154.22,153.76,153.81,3363
4-Sep-13,153.98,154.36,153.97,154.22,7312
3-Sep-13,154.68,154.68,153.24,153.65,26132
30-Aug-13,152.71,152.93,152.62,152.93,5890
29-Aug-13,153.02,153.03,152.83,153.03,34347
28-Aug-13,153.08,153.23,153.08,153.18,2386
27-Aug-13,153.38,153.38,153.19,153.38,1608
26-Aug-13,153.72,153.73,153.57,153.7,4545
23-Aug-13,153.36,153.9,153.36,153.75,5101
22-Aug-13,153.88,153.94,153.68,153.79,2800
21-Aug-13,154.77,155.05,154.57,154.72,18237
20-Aug-13,154.75,154.87,154.61,154.68,8749
19-Aug-13,154.51,154.59,154.38,154.48,9529
16-Aug-13,154.41,154.44,154.08,154.23,14799
15-Aug-13,153.4,154.47,153.25,154.39,54659
14-Aug-13,153.2,153.41,153.03,153.08,22862
13-Aug-13,152.38,153.99,152.37,152.47,42632
12-Aug-13,152.83,152.84,152.6,152.6,27470
9-Aug-13,152.95,153.24,152.95,153.04,19259
8-Aug-13,153.14,153.65,153.14,153.45,54245
7-Aug-13,152.71,153.18,152.69,152.93,30486
6-Aug-13,151.48,151.81,151.45,151.45,11497
5-Aug-13,151.54,151.59,151.27,151.59,13188
2-Aug-13,150.34,151,150.34,150.88,15090
1-Aug-13,150.08,152.18,149.19,149.19,571655
31-Jul-13,149.46,150.56,149.37,150.12,21503
30-Jul-13,150.73,150.73,150.33,150.42,7945
29-Jul-13,151.54,151.54,151.34,151.49,6758
26-Jul-13,151.91,151.96,151.66,151.87,7597
25-Jul-13,151.22,151.96,151.09,151.91,21860
24-Jul-13,151.45,151.68,150.94,151.08,16800
23-Jul-13,151.4,151.88,151.4,151.8,11879
22-Jul-13,151.36,151.76,151.35,151.55,47194
19-Jul-13,150.62,150.75,150.54,150.75,3001
18-Jul-13,150.14,150.97,149.87,150.27,19552
17-Jul-13,150.44,150.52,149.61,150.16,19196
16-Jul-13,149,149.72,148.92,149.61,10236
15-Jul-13,148.97,149.12,148.8,149.11,2255
12-Jul-13,148.95,149.36,148.95,149.12,25075
11-Jul-13,149.06,150.25,148.84,150,73753
10-Jul-13,147.13,148.03,147.06,147.28,45732
9-Jul-13,146.83,146.87,146.26,146.8,84040
8-Jul-13,147.46,147.64,147.33,147.64,17639
5-Jul-13,147.01,147.24,146.9,147.15,77400
3-Jul-13,150.59,151.01,150.59,150.78,14891
2-Jul-13,149.55,149.82,149.5,149.61,17899
1-Jul-13,150.26,150.48,150.12,150.25,34574
28-Jun-13,150.42,150.42,149.82,150.17,33425
27-Jun-13,150.49,150.72,150.12,150.67,71214
26-Jun-13,151.8,151.88,151.05,151.25,59799
25-Jun-13,152.46,152.47,152.08,152.34,113244
24-Jun-13,152.25,152.66,151.98,152.44,48098
21-Jun-13,152.37,152.55,151.77,152.26,78693
20-Jun-13,152.83,152.94,152.53,152.9,37917
19-Jun-13,154.72,154.72,152.7,152.95,57442
18-Jun-13,153.84,154.55,153.82,154.5,15569
17-Jun-13,155.44,155.52,154.89,155.39,14549
14-Jun-13,154.45,155.1,154.43,155.1,17735
13-Jun-13,154.8,155.38,154.71,155.02,35181
12-Jun-13,154.75,154.95,154.67,154.79,7538
11-Jun-13,153.71,154.56,153.71,154.54,151826
10-Jun-13,153.14,153.88,153.14,153.84,484858
7-Jun-13,153.09,153.66,153.04,153.59,24735
6-Jun-13,152.6,154.87,152.6,154.06,150248
5-Jun-13,151.62,152.17,151.56,152.09,39788
4-Jun-13,150.9,151.25,150.88,151.21,34164
3-Jun-13,150.58,151.84,150.46,151.25,56851
31-May-13,150.2,150.2,149.55,150.11,54055
30-May-13,149.88,150.45,149.67,150.42,25305
29-May-13,149.36,149.58,149.15,149.38,18847
28-May-13,149.13,149.26,148.49,148.68,20380
24-May-13,149.14,149.48,149.1,149.39,16590
23-May-13,148.96,149.41,148.7,149.25,30859
22-May-13,148.99,149.71,148.34,148.53,102591
21-May-13,149.47,150.01,149.28,149.65,28278
20-May-13,150.19,150.92,150.17,150.7,33024
17-May-13,149.9,150.25,149.73,149.78,86490
16-May-13,150.74,151.28,150.71,150.82,65683
15-May-13,150.44,150.79,150.11,150.4,39596
14-May-13,150.72,150.8,150.36,150.4,248184
13-May-13,151.57,151.62,150.87,151.09,23082
10-May-13,152.13,152.13,151.3,151.69,47378
9-May-13,153.09,153.2,152.4,152.56,36942
8-May-13,153.4,153.99,153.4,153.47,8742
7-May-13,153.21,153.21,152.69,152.89,27958
6-May-13,153.44,153.58,153.33,153.58,61856
3-May-13,153.73,154.04,153.67,153.77,8643
2-May-13,153.53,153.64,153.1,153.47,66211
1-May-13,153.87,154.15,153.6,153.62,43370
30-Apr-13,153.21,153.78,153.14,153.45,59417
29-Apr-13,153.2,153.21,153.03,153.08,12000
26-Apr-13,152.88,153.06,152.88,152.98,21042
25-Apr-13,152.7,152.83,152.41,152.43,24115
24-Apr-13,150.83,150.94,150.79,150.81,4196
23-Apr-13,150.59,150.99,150.54,150.54,28111
22-Apr-13,150.55,151.06,150.49,150.96,20897
19-Apr-13,151.29,151.29,150.42,150.48,20114
18-Apr-13,151.03,151.2,150.87,150.98,70477
17-Apr-13,150.45,150.72,150.37,150.52,13732
16-Apr-13,151.2,151.92,151.11,151.9,8474
15-Apr-13,151.36,151.4,150.9,150.97,279173
12-Apr-13,151.83,151.85,151.6,151.67,11120
11-Apr-13,151.95,152.25,151.86,152.02,14585
10-Apr-13,151.41,151.44,151.23,151.43,15950
9-Apr-13,151.22,151.59,151.02,151.37,13200
8-Apr-13,150.83,151.32,150.57,150.65,36400
5-Apr-13,151.15,151.67,151.09,151.56,55362
4-Apr-13,149.34,150.63,149.34,150.56,44769
3-Apr-13,149.62,149.77,149.52,149.52,22564
2-Apr-13,149.5,149.55,149.22,149.24,35258
1-Apr-13,150.07,150.58,149.26,150.48,46365
28-Mar-13,149.65,150.19,149.65,150.16,24755
27-Mar-13,149.3,149.5,149.15,149.49,59190
26-Mar-13,149.76,149.89,149.57,149.79,41672
25-Mar-13,150.11,150.15,149.65,150,71128
22-Mar-13,150.03,150.69,150.03,150.56,125712
21-Mar-13,149.65,150.05,149.57,149.92,32728
20-Mar-13,149.73,150.06,149.24,149.32,94876
19-Mar-13,149.33,149.52,149.01,149.23,56955
18-Mar-13,149.26,149.55,149.14,149.2,71330
15-Mar-13,149.65,149.76,149.02,149.18,124270
14-Mar-13,147.86,149.37,147.86,149.08,102674
13-Mar-13,147.73,147.74,147.34,147.5,25100
12-Mar-13,147.19,147.38,146.85,147.3,30019
11-Mar-13,147.04,147.52,147.03,147.45,18393
8-Mar-13,147.57,147.84,147.42,147.48,38466
7-Mar-13,148.78,148.89,148.32,148.39,28948
6-Mar-13,148.94,148.98,148.44,148.55,25986
5-Mar-13,149.79,149.83,149.2,149.45,39242
4-Mar-13,148.9,149.33,148.82,149.31,15260
1-Mar-13,148.4,148.65,148.1,148.42,94658
28-Feb-13,149.84,150.18,149.76,149.95,32675
27-Feb-13,149.85,150.11,149.48,149.87,29146
26-Feb-13,149.88,150.13,149.39,149.5,28979
25-Feb-13,149.3,150.17,149.24,149.9,53813
22-Feb-13,151.06,151.12,150.62,150.66,47750
21-Feb-13,150.73,150.96,150.42,150.79,84545
20-Feb-13,151.32,151.34,150.22,150.67,44977
19-Feb-13,152.94,153.01,152.39,152.49,24736
15-Feb-13,153.18,153.63,153.17,153.35,26749
14-Feb-13,153.26,153.52,152.99,153.13,40252
13-Feb-13,153.97,154.03,153.5,153.6,18979
12-Feb-13,154.18,154.91,154.17,154.73,31221
11-Feb-13,155.13,155.13,154.76,154.86,18309
8-Feb-13,155.99,156.56,155.95,156.13,45767
7-Feb-13,155.12,155.31,155.1,155.26,11058
6-Feb-13,154.76,154.88,154.68,154.85,29133
5-Feb-13,155.19,155.33,154.59,154.79,25835
4-Feb-13,155.55,155.86,155.5,155.82,8917
1-Feb-13,156.26,156.26,155.21,155.25,49115
31-Jan-13,156.3,156.88,156.27,156.79,39132
30-Jan-13,155.95,156.36,155.95,156.26,17090
29-Jan-13,155.57,155.9,155.57,155.79,10873
28-Jan-13,155.52,155.52,155,155.15,29643
25-Jan-13,156.31,156.49,156.19,156.33,17582
24-Jan-13,155.81,156.14,155.8,156.12,26112
23-Jan-13,156.96,157.12,156.56,156.71,19303
22-Jan-13,156.82,157.01,156.45,156.57,143160
18-Jan-13,157.34,157.34,156.74,156.98,59572
17-Jan-13,157.93,158.29,157.86,158.21,29060
16-Jan-13,158.18,158.23,158.04,158.21,13718
15-Jan-13,158.77,159.19,158.7,158.91,28966
14-Jan-13,158.7,159.09,158.59,159.06,32088
11-Jan-13,159.79,159.79,159.12,159.41,36434
10-Jan-13,159.17,159.88,159.1,159.7,51139
9-Jan-13,158.21,158.51,158.21,158.5,236486
8-Jan-13,158.82,158.87,158.55,158.81,17019
7-Jan-13,159,159.39,158.97,159.38,224159
4-Jan-13,158.54,159.01,158.49,159,8300
3-Jan-13,159.86,159.88,159.16,159.23,19014
2-Jan-13,161.32,161.32,160.48,160.73,16345
31-Dec-12,160.5,160.93,160.46,160.71,25240
28-Dec-12,159.55,159.87,159.55,159.87,31029
27-Dec-12,159.84,159.89,158.9,159.25,8410
26-Dec-12,159.65,159.87,159.32,159.6,8866
24-Dec-12,159.88,159.88,159.24,159.54,45394
21-Dec-12,160.36,160.4,159.78,159.91,17820
20-Dec-12,160.96,161.11,160.77,161.02,12964
19-Dec-12,161.01,161.06,160.74,160.74,15950
18-Dec-12,160.44,160.92,160.42,160.7,25630
17-Dec-12,160.26,160.34,160.19,160.27,27357
14-Dec-12,159.44,160.01,159.4,159.81,4600
13-Dec-12,159.6,159.65,159.13,159.34,25023
12-Dec-12,159.62,160.24,159.4,159.62,42180
11-Dec-12,159.24,159.42,159.23,159.33,7502
10-Dec-12,159.11,159.17,158.91,159,9500
7-Dec-12,158.36,158.67,158.36,158.65,20570
6-Dec-12,159.34,159.38,158.69,158.75,13607
5-Dec-12,159.19,159.35,159.13,159.15,22760
4-Dec-12,159.28,159.42,159.16,159.3,12755
3-Dec-12,159,159.37,158.99,159.15,8945
30-Nov-12,158.33,158.58,158.28,158.48,9907
29-Nov-12,158.63,158.7,158.53,158.68,2700
28-Nov-12,157.98,158.48,157.94,158.47,3388
27-Nov-12,158.7,158.7,158.37,158.38,2404
26-Nov-12,158.43,158.58,158.39,158.54,6136
23-Nov-12,158.05,158.78,158.04,158.77,16339
21-Nov-12,157.7,157.84,157.56,157.84,26649
20-Nov-12,157.47,157.58,157.47,157.58,1528
19-Nov-12,157.35,157.4,157.28,157.36,5700
16-Nov-12,157.07,157.33,156.7,157.22,13180
15-Nov-12,156.84,157.09,156.77,156.89,6309
14-Nov-12,157.03,157.06,156.72,156.72,6050
13-Nov-12,157.17,157.19,157.1,157.1,2000
12-Nov-12,157.09,157.17,157.09,157.17,5500
9-Nov-12,157.59,157.62,157.21,157.32,10750
8-Nov-12,158.19,158.19,158.02,158.03,5734
7-Nov-12,158.11,158.17,158.07,158.16,3754
6-Nov-12,158.12,158.36,158.1,158.36,2376
5-Nov-12,157.98,158.07,157.92,158.05,5834
2-Nov-12,158.69,158.78,158.47,158.48,5450
1-Nov-12,159.85,159.85,159.53,159.54,8241
31-Oct-12,159.36,159.69,159.3,159.68,3100
26-Oct-12,159.5,159.61,159.26,159.26,4400
25-Oct-12,159.67,159.7,159.46,159.62,4800
24-Oct-12,158.7,158.76,158.43,158.64,7539
23-Oct-12,157.9,157.94,157.6,157.84,29400
22-Oct-12,158.69,158.72,158.34,158.42,7845
19-Oct-12,158.85,158.85,158.3,158.4,11362
18-Oct-12,159.64,159.7,158.82,158.83,12750
17-Oct-12,159.88,160.07,159.86,159.86,6150
16-Oct-12,159.51,159.62,159.27,159.49,14222
15-Oct-12,158.99,159.09,158.8,159.05,20581
12-Oct-12,159.14,159.17,159.06,159.11,1850
11-Oct-12,158.83,158.83,158.72,158.8,4000
10-Oct-12,158.43,158.57,158.37,158.43,6050
9-Oct-12,158.44,158.52,158.25,158.3,5500
8-Oct-12,158.7,158.7,158.58,158.62,11700
5-Oct-12,160.3,160.46,159.62,159.65,4600
4-Oct-12,159.75,160.26,159.66,160.26,3700
3-Oct-12,159.29,159.35,159.06,159.06,4500
2-Oct-12,159.85,160.2,159.71,159.71,8800
1-Oct-12,159.75,159.86,159.63,159.66,2326
28-Sep-12,160.14,160.14,159.52,159.77,14785
27-Sep-12,160.59,160.75,160.1,160.69,9598
26-Sep-12,159.99,160.11,159.74,159.96,33468
25-Sep-12,160.73,160.89,160.21,160.21,24152
24-Sep-12,160.28,160.65,160.26,160.53,2103
21-Sep-12,161.15,161.19,160.76,160.85,9568
20-Sep-12,160.18,160.55,160.14,160.53,13710
19-Sep-12,160.54,160.63,160.38,160.57,36597
18-Sep-12,160.79,160.98,160.65,160.8,24211
17-Sep-12,160.78,161.08,160.69,160.79,15667
14-Sep-12,160.53,160.86,160.5,160.64,7250
13-Sep-12,159.47,160.02,159.39,159.92,13721
12-Sep-12,159.24,159.5,159.23,159.41,3900
11-Sep-12,158.77,159.15,158.77,159.11,3350
10-Sep-12,158.21,158.34,158.21,158.28,5799
7-Sep-12,158.35,158.7,158.35,158.47,3492
6-Sep-12,157.4,157.81,157.29,157.78,13694
5-Sep-12,157.46,157.53,157.43,157.45,2409
4-Sep-12,157.44,157.44,157.17,157.17,2500
31-Aug-12,157.12,157.23,157.02,157.2,1016
30-Aug-12,156.46,156.46,156.18,156.32,1800
29-Aug-12,156.73,156.73,156.73,156.73,200
28-Aug-12,156.54,156.76,156.54,156.74,500
27-Aug-12,156.5,156.5,156.43,156.43,100
24-Aug-12,156.55,156.55,156.51,156.51,400
23-Aug-12,157.16,157.35,157.05,157.05,1000
22-Aug-12,156.32,156.49,156.32,156.44,700
21-Aug-12,156.11,156.29,156.11,156.23,2200
20-Aug-12,155.55,155.55,155.55,155.55,100
17-Aug-12,155.61,155.61,155.21,155.4,2400
16-Aug-12,155.68,155.89,155.68,155.85,6376
15-Aug-12,155.39,155.45,155.23,155.33,3800
14-Aug-12,155.37,155.37,155.3,155.3,600
13-Aug-12,155.41,155.57,155.3,155.31,8229
10-Aug-12,154.59,155.44,154.52,155.33,11119
9-Aug-12,154.55,154.9,154.55,154.83,6185
8-Aug-12,154.9,155.24,154.89,155.01,1500
7-Aug-12,155.05,155.05,154.8,154.8,1600
6-Aug-12,154.33,154.82,154.33,154.62,6234
3-Aug-12,154,155.04,153.97,154.82,27550
2-Aug-12,153.85,154.05,153.4,153.6,44600
1-Aug-12,154.61,154.61,153.92,153.92,3200
31-Jul-12,155.06,155.43,154.82,155.27,5600
30-Jul-12,155.31,155.59,155.31,155.59,1400
27-Jul-12,155.95,155.95,155.65,155.78,1600
26-Jul-12,155.48,155.73,155.28,155.43,10175
25-Jul-12,153.28,153.5,153.28,153.5,1075
24-Jul-12,153.83,153.83,153.53,153.71,4100
23-Jul-12,153.49,153.75,153.43,153.75,3693
20-Jul-12,155.14,155.14,154.65,154.68,9856
19-Jul-12,155.42,155.79,155.42,155.7,10537
18-Jul-12,154.77,155.06,154.76,155.03,1700
17-Jul-12,154.56,154.97,154.11,154.97,1500
16-Jul-12,154.6,154.84,154.45,154.84,12740
13-Jul-12,153.3,154.32,153.3,154.27,3572
12-Jul-12,153,153,152.49,152.88,4200
11-Jul-12,154.14,154.25,153.42,153.55,6851
10-Jul-12,153.85,153.86,153.49,153.73,4547
9-Jul-12,153.59,153.8,153.56,153.8,4417
6-Jul-12,153.59,153.69,153.15,153.39,9906
5-Jul-12,153.66,153.85,153.57,153.77,6104
3-Jul-12,155.31,155.6,155.17,155.48,12692
2-Jul-12,155.65,155.65,155.2,155.64,3800
29-Jun-12,155.42,155.55,155.14,155.14,9215
28-Jun-12,153.78,153.81,153.4,153.69,6700
27-Jun-12,154.31,154.31,154,154.22,3600
26-Jun-12,154.48,154.96,154.48,154.96,2000
25-Jun-12,154.12,154.27,154.09,154.25,2315
22-Jun-12,154.43,154.61,154.18,154.38,8190
21-Jun-12,155.17,155.17,154.36,154.41,6400
20-Jun-12,155.92,156.06,155.24,155.56,6412
19-Jun-12,155.51,156.1,155.43,155.85,10942
18-Jun-12,155.04,155.31,155.04,155.24,8460
15-Jun-12,154.38,155.55,154.38,155.54,15567
14-Jun-12,153.79,154.15,153.77,154.14,6885
13-Jun-12,154.07,154.36,153.73,153.75,10923
12-Jun-12,153.7,154.38,153.7,154.33,4282
11-Jun-12,154.18,154.18,153.41,153.44,10301
8-Jun-12,152.7,153.27,152.68,153.27,7482
7-Jun-12,154.44,154.49,153.86,153.86,9024
6-Jun-12,153.17,153.69,153.17,153.59,8790
5-Jun-12,152.22,152.43,152.12,152.43,3270
4-Jun-12,152.74,152.74,152.3,152.49,6357
1-Jun-12,152.39,152.54,152.19,152.2,10306
31-May-12,153.47,153.47,152.32,152.68,12548
30-May-12,154.29,154.29,153.39,153.41,6754
29-May-12,155.34,155.43,154.67,154.87,3900
25-May-12,155.32,155.43,155.02,155.13,1500
24-May-12,155.61,155.61,155.09,155.24,2436
23-May-12,155.89,155.89,155.45,155.67,2596
22-May-12,156.41,156.77,156.13,156.13,4436
21-May-12,156.46,156.83,156.46,156.83,15678
18-May-12,156.89,156.92,156.46,156.87,26441
17-May-12,156.72,156.93,156.54,156.59,30461
16-May-12,158.04,158.04,157.59,157.65,2871
15-May-12,158.87,158.88,158.45,158.53,4876
14-May-12,159.18,159.72,159.18,159.48,7026
11-May-12,159.43,159.64,159.17,159.28,21109
10-May-12,160.31,160.31,160.04,160.04,10243
9-May-12,159.44,160,159.44,159.99,4700
8-May-12,159.84,160.21,159.84,160.11,2269
7-May-12,160.2,160.48,160.18,160.48,3821
4-May-12,160.22,160.22,159.97,160.04,1600
3-May-12,160.25,160.67,160.25,160.35,3225
2-May-12,160.27,160.57,160.18,160.53,6000
1-May-12,160.73,160.77,160.45,160.77,1062
30-Apr-12,161,161.06,160.85,160.85,563
27-Apr-12,161.02,161.19,161.02,161.1,900
26-Apr-12,160.42,160.49,160.42,160.49,759
25-Apr-12,159.97,160.55,159.89,160.27,12635
24-Apr-12,160.02,160.07,159.83,159.92,23787
23-Apr-12,159.58,159.89,159.5,159.89,2906
20-Apr-12,159.66,159.92,159.63,159.83,3426
19-Apr-12,159.02,159.25,159.02,159.11,4105
18-Apr-12,158.39,159,158.39,158.78,9849
17-Apr-12,157.85,158.06,157.85,157.94,1200
16-Apr-12,157.32,157.6,157.3,157.59,800
13-Apr-12,157.94,157.94,157.03,157.04,3899
12-Apr-12,158.09,158.35,158.07,158.28,800
11-Apr-12,157.76,157.76,157.5,157.65,2600
10-Apr-12,157.17,157.34,156.99,157.28,2435
9-Apr-12,157.2,157.66,157.2,157.66,1000
5-Apr-12,156.82,157.06,156.82,156.9,4087
4-Apr-12,157.17,157.56,157.17,157.51,4056
3-Apr-12,158.35,158.35,157.72,157.77,3481
2-Apr-12,158.64,158.97,158.64,158.97,2904
30-Mar-12,158.46,158.67,158.35,158.58,2700
29-Mar-12,157.45,158.07,157.42,158.07,22101
28-Mar-12,157.6,157.6,157.11,157.54,38489
27-Mar-12,158.5,158.59,158.15,158.15,19794
26-Mar-12,157.98,158.33,157.95,158.33,1275
23-Mar-12,157.34,157.37,157.32,157.36,1158
22-Mar-12,156.51,156.84,156.51,156.84,2702
21-Mar-12,157.09,157.28,156.88,157.26,3730
20-Mar-12,157.17,157.46,157.15,157.22,2300
19-Mar-12,157.28,157.62,157.18,157.56,14057
16-Mar-12,156.75,157.21,156.75,156.98,29998
15-Mar-12,155.37,155.91,155.33,155.83,11735
14-Mar-12,155.67,155.73,155.33,155.45,16010
13-Mar-12,155.17,156.14,155.17,155.62,20718
12-Mar-12,155.01,155.07,154.76,155.03,14041
9-Mar-12,155.72,155.76,155.31,155.42,13805
8-Mar-12,156.55,156.98,156.52,156.85,10835
7-Mar-12,155.75,156.13,155.75,156.03,7938
6-Mar-12,156.32,156.35,155.74,155.9,7400
5-Mar-12,157.25,157.39,157.25,157.3,1472
